id,name,elements,hmin,hmax,dmeas,dmeas2,colour,csystem,discovery_year,entrytype
715,Bolivianite (of Breithaupt),"",,,0,0,,,,0
716,Boltwoodite,"Na,Si,O,K,H,U",3.5,4,4.7,4.7,"Pale yellow, orange yellow",Monoclinic,1956,0
717,Bonaccordite,"Fe,Ni,B,O",7,7,0,0,"Reddish-brown, light grey",Orthorhombic,1974,0
718,Bonattite,"Cu,O,S,H",,,2.663,2.663,"Pale blue",Monoclinic,1957,0
719,Bonshtedtite,"Fe,Na,O,P,C",4,4,2.95,3.16,"Colorless, with rose, yellowish, or greenish tint",Monoclinic,1982,0
720,Boothite,"Cu,O,S,H",2,2.5,1.94,1.94,"Light blue; light blue in transmitted light",Monoclinic,1903,0
721,Boracite,"Cl,Mg,B,O",7,7.5,2.91,3.1,"Green, blue, colourless, grey, white; dark green (ferroan); colourless in transmitted light",Orthorhombic,,0
722,Borax,"Na,B,O,H",2,2.5,1.715,1.715,"Colourless, grey, white, yellowish, seldom bluish or greenish; colourless in transmitted light.",Monoclinic,1546,0
723,Borcarite,"Ca,Mg,B,O,C,H",4,4,2.77,2.77,"Greenish-blue to bluish green, nearly colorless, colorless in section",Monoclinic,1965,0
725,Bornemanite,"Ba,Na,Nb,Si,Ti,O,P,F,H",3.5,4,3.47,3.5,"pale yellow",Triclinic,,0
726,Bornhardtite,"Co,Se",4,4,0,0,"Rose-red",Isometric,1955,0
727,Bornite,"Cu,Fe,S",3,3,5.06,5.09,"Copper-red to pinchbeck-brown, quickly tarnishing to an iridescent purplish surface.",Orthorhombic,1725,0
728,Borodaevite,"Ag,Bi,Fe,Pb,Sb,S",3.5,3.5,0,0,"Black",Monoclinic,1991,0
729,Boromuscovite,"Al,Si,B,O,K,H",2.5,3,2.81,2.81,"White",Monoclinic,1991,0
730,Borovskite,"Pd,Sb,Te",3,3,0,0,"Dark gray",Isometric,1973,0
731,Bostwickite,"Ca,Mn,Si,O,H",1,1,2.93,2.93,"Brownish red",Orthorhombic,1983,0
732,Botallackite,"Cl,Cu,O,H",,,3.6,3.6,"Mountain-green, bluish green to green; pale bluish green in transmitted light",Monoclinic,1865,0
733,Botryogen,"Fe,Mg,O,S,H",2,2.5,2.14,2.14,"Light to dark orange-red; pale to dark orange",Monoclinic,,0
735,Bottinoite,"Ni,Sb,O,H",3.5,3.5,2.83,2.83,"Pale blue to pale blue-green",Trigonal,,0
737,Bouglisite,"",,,0,0,,,,0
738,Boulangerite,"Pb,Sb,S",2.5,3,6.2,6.2,"Lead grey",Monoclinic,1837,0
739,Bourboulite,"",,,0,0,,,,0
740,Bournonite-nickelglanz,"",,,0,0,,Isometric,,0
741,Bournonite,"Cu,Pb,Sb,S",2.5,3,5.83,5.83,"Steel-gray",Orthorhombic,1805,0
742,Boussingaultin,"",,,0,0,,,,0
743,Boussingaultite,"Mg,N,O,S,H",2,2,1.722,1.722,"Colourless, yellowish-pink; colourless in transmitted light.",Monoclinic,1864,0
745,Bowieite,"Rh,S",7,7,0,0,"Pale-gray to Pale gray-brown",Orthorhombic,1980,0
746,Boyleite,"Mg,Zn,O,S,H",2,2,0,0,"White",Monoclinic,1978,0
748,Bracewellite,"Cr,O,H",5.5,6.5,4.45,4.48,"Deep red to black",Orthorhombic,1967,0
749,Brackebuschite,"Mn,Pb,O,H,V",4,5,6.05,6.05,"Dark brown to black; reddish brown in transmitted light.",Monoclinic,1880,0
750,Bradleyite,"Mg,Na,O,P,C",3,4,2.734,2.734,"Light grey",Monoclinic,1941,0
751,Braggite,"Pd,Pt,S",5,5,9.63,9.63,,Tetragonal,1932,0
752,Braitschite-(Ce),"Ca,Ce,La,Na,B,O,H",,,2.903,2.903,"Colorless to white",Hexagonal,,0
753,Brandtite,"As,Ca,Mn,O,H",3.5,3.5,3.67,3.67,"Colourless, white, pink; colourless in transmitted light.",Monoclinic,1888,0
754,Brannerite,"Ti,O,U",4.5,5.5,4.2,5.43,"Black, brownish olive-green, yellow-brown to yellow with alteration; yellowish green in transmitted light",Monoclinic,1920,0
755,Brannockite,"Li,Si,Sn,O,K",5,6,2.98,2.98,"Colorless",Hexagonal,1973,0
756,Brassite,"As,Mg,O,H",,,2.28,2.33,"White",Orthorhombic,1973,0
757,Braunite,"Mn,Si,O",6,6.5,4.72,4.83,"Brownish black, steel-grey",Tetragonal,1827,0
758,Bravaisite,"",,,0,0,,,,0
760,Brazilianite,"Al,Na,O,P,H",5.5,5.5,2.98,2.98,"Chartreuse yellow, pale yellow, yellow green, colourless; coloured varieties are colourless in transmitted light.",Monoclinic,1945,0
762,Bredigite,"Ca,Mg,Si,O",,,3.42,3.42,"Colorless, grey",Orthorhombic,1948,0
763,Breithauptite,"Ni,Sb",5.5,5.5,7.591,8.23,"Copper-red with a violet tint",Hexagonal,1840,0
764,Brenkite,"Ca,O,C,F",5,5,3.10,3.10,"Colorless",Orthorhombic,1977,0
767,Brewsterlinite,"O,C",,,0,0,,,,0
768,Brezinaite,"Cr,S",3.5,4.5,0,0,,Monoclinic,1969,0
769,Brüggenite,"Ca,O,H,I",3.5,3.5,4.24,4.24,"Colorless to bright yellow.",Monoclinic,,0
771,Brianite,"Ca,Mg,Na,O,P",4,5,3.00,3.10,"Colorless",Monoclinic,1966,0
772,Brianyoungite,"Zn,O,C,S,H",2,2.5,3.93,4.09,"White, colourless",Monoclinic,1991,0
773,Briartite,"Cu,Fe,Ge,Zn,S",3.5,4.5,0,0,"Gray to gray blue",Tetragonal,1965,0
774,Brindleyite,"Al,Ni,Si,O,H",2.5,3,3.17,3.17,"Dark yellow-green",Monoclinic,1967,0
775,Britholite-(Ce),"Ca,Ce,Si,O,H",5.5,5.5,4.20,4.69,"Colorless, pale pink to pink, pale blue, brown, greenish brown, yellow, resin brown, black.",Hexagonal,1897,0
776,Britholite-(Y),"Ca,Si,O,H,Y",5,5,4.35,4.35,"Reddish-brown, black",Hexagonal,,0
778,Brizziite,"Na,Sb,O",2.5,2.5,4.8,4.8,"Colourless, light pink or yellow in aggregates",Trigonal,,0
779,Brochantite,"Cu,O,S,H",3.5,4,3.97,3.97,"Green, emerald green, green-black, light green; bluish green in transmitted light.",Monoclinic,1824,0
780,Brockite,"Ca,Ce,Th,O,P,H",3,4,3.9,3.9,"Reddish brown, yellow",Hexagonal,1962,0
782,Brokenhillite,"Si,Mn,O,H",,,0,0,,Hexagonal,,0
783,Bromargyrite,"Ag,Br",2.5,2.5,6.474,6.474,"Yellowish, greenish brown, bright green",Isometric,1859,0
784,Bromellite,"Be,O",9,9,3.017,3.017,"White to creamy white",Hexagonal,1925,0
785,Eta-bronze,"Cu,Sn",2,2,0,0,"White to bronze",Hexagonal,,0
786,Bronzeite-augite,"",,,0,0,,,,0
787,Brookite,"Ti,O",5.5,6,4.08,4.18,"Brown, yellowish brown, reddish brown; dar brown to iron-black; yellowish brown to dark brown in transmitted light",Orthorhombic,1825,0
789,Brostenite,"",,,0,0,,,,0
790,Brownmillerite,"Al,Ca,Fe,O",,,3.76,3.76,"Reddish-brown",Orthorhombic,1964,0
791,Brugnatellite,"Fe,Mg,O,C,H",2,2,2.14,2.14,"Pink to yellowish or brownish-white.",Hexagonal,1909,0
792,Brunogeierite,"Fe,Ge,O",5,5,0,0,"Grey-black",Isometric,1972,0
793,Brushite,"Ca,O,P,H",2.5,2.5,2.30,2.33,"Colorless, light yellow; colorless in transmitted light.",Monoclinic,1864,0
794,Buchwaldite,"Ca,Na,O,P",3,3,0,0,"White",Orthorhombic,1974,0
795,Buckhornite,"Au,Bi,Pb,Te,S",2.5,2.5,0,0,"Black",Orthorhombic,1992,0
796,Buddingtonite,"Al,Si,N,O,H",5.5,5.5,2.32,2.32,"Colorless",Monoclinic,1963,0
797,Bukovite,"Cu,Fe,Se,Tl",2,2,0,0,"Greyish-brown",Tetragonal,1971,0
798,Bukovskýite,"As,Fe,O,S,H",5,5,2.334,2.334,"Pale yellowish-green to grayish-green",Triclinic,,0
799,Bulachite,"Al,As,O,H",2,2,2.60,2.60,"White to blue-green",Orthorhombic,1982,0
800,Bultfonteinite,"Ca,Si,O,F,H",4.5,4.5,2.73,2.73,"colourless, pink",Triclinic,1932,0
801,Bunsenite,"Ni,O",5.5,5.5,6.898,6.898,"Dark pistachio-green",Isometric,1858,0
802,Burangaite,"Al,Fe,Na,O,P,H",5,5,0,0,"Blue; colorless",Monoclinic,1976,0
803,Burbankite,"Ba,Ca,Ce,Na,Sr,O,C",3.5,4,3.50,3.58,"Colorless, grayish yellow, pale yellow, pink, pale greenish.",Hexagonal,1953,0
804,Burckhardtite,"Al,Fe,Pb,Si,Te,O",2,2,0,0,"Carmine-red to violet-red,  pink , brown (Mn-poor)",Trigonal,1976,0
805,Burkeite,"Na,O,C,S",3.5,3.5,2.57,2.57,"White, light buff, grayish; colourless in transmitted light.",Orthorhombic,1921,0
806,Burpalite,"Ca,Na,Si,Zr,O,F",5,6,3.33,3.33,"Colourless or yellowish",Monoclinic,1988,0
807,Bursaite,"Bi,Pb,S",2.5,3,0,0,"Grey",Orthorhombic,,0
808,Burtite,"Ca,Sn,O,H",3,3,3.28,3.28,"Colorless, pale yellow",Hexagonal,1980,0
809,Bustamite,"Ca,Mn,Si,O",5.5,6.5,3.32,3.43,"Pale to medium pink; brownish red; colourless to yellowish pink in transmitted light",Triclinic,1922,0
810,Butlerite,"Fe,O,S,H",2.5,2.5,2.548,2.548,"Dark orange; light yellow-orange in transmitted light.",Monoclinic,1928,0
811,Buttgenbachite,"Cl,Cu,N,O,H",3,3,0,0,"Deep blue; blue in transmitted light.",Hexagonal,1925,0
812,Byelorussite-(Ce),"Ba,Ce,Mn,Na,Si,Ti,O,F,H",5.5,6,3.92,3.92,"Pale yellow to pale brown",Orthorhombic,,0
813,Bystrite,"Al,Ca,Cl,Na,Si,O,K,S",5,5,2.43,2.43,"Yellow",Trigonal,1990,0
814,Byströmite,"Mg,Sb,O",7,7,5.5,5.5,"Bluish-grey",Tetragonal,,0
817,Benleonardite,"Ag,As,Cu,Sb,Te,S",3,3,0,0,"Dark grey, black",Trigonal,1985,0
818,Fluor-buergerite,"Al,Fe,Na,Si,B,O,F",7,7,3.311,3.311,"Bronze-brown to dark-brown.",Trigonal,1966,0
819,Beryl,"Al,Be,Si,O",7.5,8,2.63,2.92,"Colorless, green, blue, yellow, white, pink, etc.",Hexagonal,77,0
820,Brucite,"Mg,O,H",2.5,3,2.39,2.39,"White, light greenish, grayish, bluish; honey-yellow, brownish red deep brown (manganoan varieties)",Trigonal,1824,0
821,Bütschliite,"Ca,O,C,K",,,0,0,"Grayish yellow, brownish gray, may be pale green",Trigonal,,0
823,Ca-Huréaulite,"Ca,Mn,O,P,H",,,0,0,,,,0
824,Ca-illite,"",,,0,0,,,,0
826,Calciocopiapite,"Ca,Fe,O,S,H",2.5,3,0,0,"Grayish yellow to brownish yellow",Triclinic,1960,0
827,Calcioburbankite,"Ca,Na,Sr,O,C",3,4,3.45,3.45,"Deep to pale orange, silky white to light pink, colorless",Hexagonal,1992,0
828,Calciouranoite,"Ba,Ca,Pb,O,H,U",4,4,4.62,4.62,"Red-orange, yellow-brown, orange-brown, brown",,1974,0
829,Calcioaravaipaite,"Al,Ca,Pb,F",2.5,2.5,4.85,4.85,"colorless to white",Triclinic,,0
830,Calciocancrinite,"",,,0,0,,,,0
831,Calciohilairite,"Ca,Si,Zr,O,H",4,4,2.68,2.68,"White to pale blue",Trigonal,1988,0
832,Calcioferrite,"Ca,Fe,O,P,H",2.5,2.5,2.51,2.53,"Sulphur-yellow, greenish yellow to green, yellowish white; yellow in transmitted light.",Monoclinic,1858,0
834,Calciotantite,"Ca,Ta,O",6.5,6.5,7.46,7.46,"Colorless",Hexagonal,1982,0
837,Cabriite,"Cu,Pd,Sn",4,4,11.1,11.1,"White, pink with a slight violet tint",Orthorhombic,1981,0
838,Cacheutaite,"",,,0,0,,,,0
839,Cacoclase,"",,,0,0,,,,0
840,Cacoxenite,"Al,Fe,O,P,H",3,4,2.2,2.6,"Yellow to brownish yellow, reddish orange, golden yellow, deep orange, green",Hexagonal,1825,0
842,Cadmium,"Cd",1,2,8.65,8.65,"Tin-white with bluish tint",Hexagonal,1979,0
844,Cadmoselite,"Cd,Se",4,4,5.47,5.47,"Black",Hexagonal,1957,0
845,Cadwaladerite,"Al,Cl,O,H",,,1.66,1.66,"Yellow",Isometric,1941,0
847,Caesium-Biotite,"",,,0,0,,,,0
849,Cafarsite,"As,Ca,Fe,Mn,Ti,O,H",5.5,6,3.9,3.9,"Dark brown",Isometric,1966,0
850,Cafetite,"Ca,Ti,O,H",4,5,3.28,3.28,"yellow, colourless",Monoclinic,1959,0
851,Cahnite,"As,Ca,B,O,H",3,3,3.156,3.156,"Colorless to white, golden brown",Tetragonal,1921,0
852,Calaverite,"Au,Te",2.5,3,9.1,9.4,"Brass yellow to silver white",Monoclinic,1861,0
853,Calcareous Tufa,"",,,0,0,,,,0
854,Calciborite,"Ca,B,O",3.5,3.5,2.878,2.878,"Colorless to white",Orthorhombic,1955,0
855,Calcioancylite-(Ce),"Ca,Ce,Sr,O,C,H",4,4.5,0,0,"Colourless, white, pale pink, pink, grey",Orthorhombic,,0
856,Calcioancylite-(Nd),"Ca,Ce,La,Nd,O,C,H",4,4.5,4.02,4.02,"Pale pink",Monoclinic,,0
857,Calcio-biotite,"",,,0,0,,,,0
859,Calcite,"Ca,O,C",3,3,2.7102,2.7102,"White, Yellow, Red, Orange, Blue, Green, Brown, Gray etc.",Trigonal,,0
860,Calciocatapleiite,"Ca,Si,Zr,O,H",4.5,5,2.77,2.77,"Pale yellow to cream",Orthorhombic,,0
861,Calcjarlite,"Al,Ca,Na,Sr,O,F,H",4,4,3.51,3.51,"White",Monoclinic,1973,0
862,Calclacite,"Ca,Cl,O,C,H",,,1.5,1.5,"White",Monoclinic,1945,0
863,Calcurmolite,"Ca,Mo,O,H,U",2,3,0,0,"bright yellow",Monoclinic,,0
864,Calderite,"Fe,Mn,Si,O",7,7,4.05,4.05,"Dark reddish brown to dark yellowish, brown-yellow",Isometric,1909,0
865,Caledonite,"Cu,Pb,O,C,S,H",2.5,3,5.75,5.77,"Dark blue to bluish-green; light bluish green in transmitted light.",Orthorhombic,1832,0
866,Caliche Blanco,"",,,0,0,,,,0
867,Calkinsite-(Ce),"Ce,La,O,C,H",2.5,2.5,3.28,3.28,"pale yellow",Orthorhombic,,0
868,Callaghanite,"Cu,Mg,O,C,H",3,3.5,2.71,2.71,"Azure-blue ",Monoclinic,1952,0
869,Calomel,"Cl,Hg",1.5,2,7.15,7.15,"Colourless, white, grayish, yellowish white, yellowish grey to ash-grey, brown; darkens upon exposure to light",Tetragonal,1612,0
870,Calumetite,"Ca,Cl,Cu,O,H",2,2,0,0,"Azure blue; Powder blue",Orthorhombic,1963,0
871,Calzirtite,"Ca,Ti,Zr,O",6,7,4.90,5.01,"Dark brown, nearly black",Tetragonal,1961,0
872,Camérolaite,"Al,Cu,Sb,O,S,H",,,3.1,3.1,"Blue-green",Triclinic,1990,0
873,Cameronite,"Ag,Cu,Te",3.5,4,0,0,"Gray",Monoclinic,1986,0
874,Camgasite,"As,Ca,Mg,O,H",2,2,0,0,"Colourless",Monoclinic,1989,0
875,Caminite,"Mg,O,S,H",2.5,2.5,2.58,2.79,"Colourless, white",Tetragonal,1983,0
876,Campigliaite,"Cu,Mn,O,S,H",,,3.0,3.0,"Light blue",Monoclinic,1981,0
877,Canaphite,"Ca,Na,O,P,H",2,2,2.24,2.24,"Colourless",Monoclinic,1983,0
878,Canasite,"Ca,Na,Si,O,K,H",,,2.707,2.707,"Greenish yellow",Monoclinic,,0
879,Canavesite,"Mg,B,O,C,H",,,0,0,"Milky-white",Monoclinic,1972,0
880,Cancrinite,"Al,Ca,Na,Si,O,C,S,H",5,6,2.42,2.51,"grey-green, white, yellow, blue, orange, reddish",Hexagonal,1839,0
881,Cancrisilite,"Al,Na,Si,O,C,H",5,5,2.40,2.40,"colourless, lilac, pale violet",Hexagonal,1990,0
882,Canfieldite,"Ag,Sn,S",2.5,2.5,6.2,6.3,"Steel gray with reddish tint",Orthorhombic,1893,0
883,Cannizzarite,"Bi,Pb,S",2,2,6.7,6.7,"White to silvery gray",Monoclinic,1924,0
884,Cannonite,"Bi,O,S,H",4,4,0,0,"Colourless",Monoclinic,1992,0
885,Caoclasite,"",,,0,0,,,,0
886,Capgaronnite,"Ag,Cl,Hg,S",,,0,0,"Black, gray, greenish, yellow",Orthorhombic,1992,0
889,Cappelenite-(Y),"Ba,Ce,Si,B,O,F,Y",6,6.5,4.407,4.407,"greenish-brown",Trigonal,1884,0
890,Caracolite,"Cl,Na,Pb,O,S",4.5,4.5,5.1,5.1,"Colourless, grayish, greenish stained; colourless in transmitted light.",Monoclinic,1886,0
891,Carboborite,"Ca,Mg,B,O,C,H",2,2,2.12,2.12,"Colorless",Monoclinic,1964,0
892,Carbocernaite,"Ba,Ca,Ce,Na,Sr,O,C",3,3,3.53,3.53,"Colorless; white, yellow, yellowish green, rose, or brown if altered.",Orthorhombic,1961,0
893,Carboirite,"Al,Fe,Ge,O,H",6,6,0,0,"Green",Triclinic,1983,0
894,Carbonatecyanotrichite,"Al,Cu,O,C,S,H",2,2,2.66,2.66,"Pale blue",Monoclinic,1963,0
898,Carletonite,"Ca,Na,Si,O,C,K,F,H",4,4.5,2.45,2.45,"Colourless, light blue, dark blue, or pink",Tetragonal,1971,0
899,Carlfriesite,"Ca,Te,O",3.5,3.5,6.3,6.3,"Yellow",Monoclinic,1975,0
900,Carlhintzeite,"Al,Ca,O,F,H",,,2.86,2.86,"Colorless",Triclinic,1979,0
901,Carlinite,"Tl,S",1.5,2,8.1,8.1,"Grey",Trigonal,1975,0
902,Carlosruizite,"Mg,Na,Se,O,K,H,I",2.5,3,0,0,"Colourless to pale yellow.",Trigonal,1994,0
903,Carlosturanite,"Al,Fe,Mg,Si,Ti,O,H",2.5,2.5,2.63,2.63,"Light brown",Monoclinic,1985,0
904,Carlsbergite,"Cr,N",7,7,0,0,,Isometric,1971,0
905,Carminite,"As,Fe,Pb,O,H",3.5,3.5,5.03,5.18,"Carmine-red, terra cotta-red, reddish brown; red in transmitted light.",Orthorhombic,1850,0
906,Carnallite,"Cl,Mg,O,K,H",2.5,2.5,1.602,1.602,"Yellow to white, reddish, seldom white, colourless or blue.",Orthorhombic,1856,0
907,Carnotite,"O,K,H,U,V",2,2,4.70,4.70,"Bright yellow, yellow, greenish yellow",Monoclinic,1899,0
908,Carobbiite,"K,F",2,2.5,2.505,2.505,"Colourless",Isometric,1956,0
909,Carpholite,"Al,Mn,Si,O,H",5,5.5,2.935,3.031,"Yellow",Orthorhombic,1817,0
910,Carrboydite,"Al,Ni,O,S,H",,,2.50,2.50,"Yellowish-green, blue-green",Hexagonal,1974,0
911,Carrollite,"Co,Cu,S",4.5,5.5,4.5,4.8,"Bright silver color",Isometric,,0
912,Caryinite,"As,Ca,Mn,Na,Pb,O",4,4,4.29,4.29,"Brown to yellowish brown; light yellow-brown in transmitted light.",Monoclinic,1874,0
913,Caryopilite,"Mn,Si,O,H",3,3.5,2.83,2.94,"Brown, reddish-brown, tan",Monoclinic,1889,0
914,Cascandite,"Ca,Sc,Si,O,H",4.5,5.5,0,0,"Pale pink",Triclinic,1980,0
915,Cassedanneite,"Cr,Pb,O,H,V",3.5,3.5,6.37,6.37,"Orange-red",Monoclinic,,0
916,Cassidyite,"Ca,Ni,O,P,H",3.5,3.5,0,0,"Pale green to bright green.",Triclinic,,0
917,Cassiterite,"Sn,O",6,7,6.98,7.01,"Black, yellow, brown, red or white.",Tetragonal,1832,0
918,Caswellsilverite,"Cr,Na,S",2,2,0,0,"Yellowish-grey, Grey",Trigonal,1982,0
919,Catapleiite,"Na,Si,Zr,O,H",5.5,6,2.65,2.9,"Dark brown, reddish brown, flesh red, yellowish red, colourless, light grey, beige to tan, light yellow, orange, light blue",Monoclinic,1850,0
920,Cattierite,"Co,S",4,4,4.82,4.82,"Grey-white, pinkish",Isometric,1945,0
921,Cavansite,"Ca,Si,O,H,V",3,4,2.21,2.31,"Greenish-blue to blue",Orthorhombic,1967,0
922,Caysichite-(Y),"Ca,Er,Si,Yb,O,C,H,Y",4.5,4.5,3.03,3.03,"Colourless, white, pale yellow, rarely greenish",Orthorhombic,1969,0
923,Cebaite-(Ce),"Ba,Ce,O,C,F",4.5,5,4.31,4.66,"Yellow to waxy-yellow",Monoclinic,Earl,0
924,Cebollite,"Al,Ca,Si,O,H",5,5,0,0,"Colorless, white, greenish gray, reddish brown",Orthorhombic,1914,0
925,Čechite,"Fe,Pb,O,H,V",4.5,5,5.88,5.88,"Black",Orthorhombic,1981,0
926,Celadonite,"Fe,Mg,Si,O,K,H",2,2,2.95,3.05,"Blue-green, olive green, apple green",Monoclinic,1847,0
927,Celestine,"Sr,O,S",3,3.5,3.96,3.98,"Colourless, shades of light blue, white, reddish, greenish, brownish, greyish; colourless or lightly tinted in transmitted light",Orthorhombic,1791,0
928,Celsian,"Al,Ba,Si,O",6,6.5,3.10,3.39,"Colourless, white, yellow",Monoclinic,1895,0
929,Cerianite-(Ce),"Ce,Th,O",,,0,0,"Dark green-amber",Isometric,,0
931,Cerite-(CeCa),"Ca,Ce,Mg,Si,O,H",5.5,5.5,4.75,4.75,"Clove-brown with a reddish tinge; pale lavender- brown to colorless in thin fragments.",Trigonal,,0
933,Ceruleite,"Al,As,Cu,O,H",5,6,2.70,2.803,"Turquoise-blue.",Monoclinic,,0
934,Cerussite,"Pb,O,C",3,3.5,6.53,6.57,"Colourless, white, gray, blue, or green; colourless in transmitted light",Orthorhombic,,0
935,Cervandonite-(Ce),"Al,As,Ce,Fe,La,Nd,Si,Ti,O,H",5,5,0,0,"Black",Trigonal,,0
936,Cervantite,"Sb,O",4,5,6.5,6.5,"Yellow, off-white, reddish-white",Orthorhombic,1850,0
937,Cervelleite,"Ag,Te,S",2,2,0,0,"dark grey, black",Monoclinic,1986,0
938,Cesanite,"Ca,Na,O,S,H",2,3,2.786,2.786,"Colorless, white",Hexagonal,1981,0
939,Cesàrolite,"Mn,Pb,O,H",4.5,4.5,5.29,5.29,"Steel-grey",Hexagonal,1920,0
940,Cesbronite,"Cu,Te,O,H",3,3,4.45,4.45,"Emerald green, 'green beetle'",Orthorhombic,1974,0
941,Cesplumtantite,"Cs,Na,Pb,Sb,Ta,O",7,7,0,0,"Colourless",Tetragonal,1986,0
943,Cetineite,"Na,Sb,O,K,S,H",3.5,3.5,0,0,"Orange-red",Hexagonal,1986,0
944,Chloroxyapatite,"Ca,Cl,O,P",,,0,0,,,,0
945,Chalcosiderite,"Cu,Fe,O,P,H",4.5,4.5,3.22,3.22,"Dark green to apple-green",Triclinic,1814,0
946,Chlorophoenicite,"As,Mg,Mn,Zn,O,H",3,3.5,3.46,3.46,"Usually colorless to white, also light gray-green (natural light); pink to light purplish red (strong artificial light)",Monoclinic,1924,0
947,Chalcophanite,"Mn,Zn,O,H",2.5,2.5,3.907,4.1,"Iron-black, bluish black, dark red (in thin plates)",Trigonal,1875,0
949,Chalcomenite,"Cu,Se,O,H",2,2.5,3.35,3.35,"Intense blue; pale blue in transmitted light.",Orthorhombic,1881,0
950,Chloropal (of Schneiderhöhn),"",,,0,0,,,,0
951,Chlorophaeite,"Ca,Fe,Mg,Si,O,H",,,0,0,,,,0
952,Chrysoprase,"",,,0,0,"green",,,0
953,Chloroxiphite,"Cl,Cu,Pb,O,H",2.5,2.5,6.76,6.93,"Dull olive green",Monoclinic,1923,0
954,Chalconatronite,"Cu,Na,O,C,H",,,2.27,2.27,"Greenish-blue to pale blue",Monoclinic,1955,0
955,Chalcopyrite,"Cu,Fe,S",3.5,4,4.1,4.3,"Brass yellow, often with an iridescent tarnish.",Tetragonal,1725,0
957,Chabournéite,"Ag,As,Pb,Sb,Tl,S",3,3.5,5.104,5.104,"Black",Triclinic,,0
958,Chaidamuite,"Fe,Zn,O,S,H",2.5,3,2.722,2.722,"Brown to yellowish-brown",Triclinic,,0
959,Chalcanthite,"Cu,O,S,H",2.5,2.5,2.286,2.286,"Green, green blue, light blue, or dark blue; colourless to pale blue in transmitted light.",Triclinic,1853,0
961,Chalcoalumite,"Al,Cu,O,S,H",2.5,2.5,2.29,2.29,"Turquoise-green, pale blue, bluish-grey; colourless in transmitted light.",Monoclinic,1925,0
962,Chalcocite,"Cu,S",2.5,3,5.5,5.8,"Blue black, gray, black, black gray, or steel gray",Monoclinic,,0
963,Chalcocyanite,"Cu,O,S",3.5,3.5,3.65,3.65,"Colourless, light green, brownish, yellowish, sky-blue; colourless in transitted light",Orthorhombic,1868,0
964,Chalcolamprite,"",,,0,0,,,,0
965,Chaméanite,"As,Cu,Fe,Se,S",4.5,4.5,0,0,"Grey",Isometric,,0
966,Chambersite,"Cl,Mn,B,O",7,7,3.49,3.49,"Colorless to deep purple",Orthorhombic,1962,0
967,Chamosite,"Al,Fe,Si,O,H",3,3,3.0,3.4,"Green, grey-green, brown-green, dark green, black",Monoclinic,1820,0
968,Changbaiite,"Nb,Pb,O",5.5,5.5,6.48,6.48,"Colorless, cream-white, pale brown, yellowish brown, pale yellowish green.",Trigonal,1978,0
969,Chantalite,"Al,Ca,Si,O,H",,,2.8,2.9,"Colorless to white",Tetragonal,1977,0
970,Chapmanite,"Fe,Sb,Si,O,H",2.5,2.5,3.69,3.75,"Olive green to deep yellow",Monoclinic,1924,0
971,Charlesite,"Al,Ca,Si,B,O,S,H",2.5,2.5,1.77,1.77,"Colorless, white",Trigonal,1981,0
972,Charoite,"Ca,Na,Si,Sr,O,K,F,H",5,6,2.54,2.54,"Violet to deep lilac, whitish-grey to brown",Monoclinic,1978,0
973,Chatkalite,"Cu,Fe,Sn,S",4.5,4.5,0,0,,Tetragonal,1981,0
974,Chayesite,"Fe,Mg,Si,O,K",5,6,0,0,"Blue, brown, red",Hexagonal,1987,0
975,Chrysotile,"Mg,Si,O,H",2.5,2.5,0,0,,Monoclinic,,0
976,Chloropite,"",,,0,0,,,,0
978,Chalcothallite,"Cu,Fe,Sb,Tl,S",2,2.5,6.6,6.6,"Lead Grey to iron black",Tetragonal,1978,0
979,Chalcophyllite,"Al,As,Cu,O,S,H",2,2,2.67,2.69,"Emerald green, grass green, bluish green, blue; green in transmitted light",Trigonal,1841,0
981,Chlorophyllite,"",,,0,0,,,,0
982,Chlorothionite,"Cl,Cu,O,K,S",2.5,2.5,2.67,2.67,"Bright blue.",Orthorhombic,1872,0
983,Chalcostibite,"Cu,Sb,S",3,4,4.9,5,"Lead-gray, iron gray",Orthorhombic,1835,0
984,Chekhovichite,"Bi,Te,O",4,4,6.88,6.88,"Grayish yellow, pale gray, or grayish green",Monoclinic,1987,0
985,Chelkarite,"Ca,Cl,Mg,B,O,H",,,2.21,2.21,"Colorless",Orthorhombic,1968,0
986,Chenevixite,"As,Cu,Fe,O,H",3.5,4.5,4.38,4.38,"Olive green, yellow-green, dark green.",Monoclinic,1866,0
987,Chenite,"Cu,Pb,O,S,H",2.5,2.5,5.98,5.98,"Sky blue, pale blue",Triclinic,1983,0
988,Cheralite-(Ce),"",,,0,0,,,,0
989,Cheremnykhite,"Pb,Te,Zn,O,V",5.5,5.5,6.44,6.44,"Greenish yellow",Orthorhombic,1990,0
990,Cherepanovite,"As,Rh",6,6,0,0,"Gray-white",Orthorhombic,1985,0
991,Chernikovite,"O,P,H,U",2,2.5,3.259,3.259,"pale yellow",Tetragonal,1988,0
992,Chernovite-(Y),"As,O,Y",4,5,0,0,"Colorless, pale yellow",Tetragonal,,0
993,Chernykhite,"Al,Ba,Mg,Na,Si,O,H,V",2.5,4.5,3.14,3.16,"Olive green to dark green",Monoclinic,1972,0
